"Subject"	"X1.a_Debrief"	"X1.b_Debrief"	"X1.c_Debrief"	"X1.d_Debrief"	"X1.e_Debrief"	"X2.a_Debrief"	"X2.b_Debrief"	"X2.c_Debrief"	"X2.d_Debrief"	"X2.e_Debrief"	"X2.f_Debrief"	"X2.g_Debrief"	"X2.h_Debrief"	"Game.play.affect.distraction.time_Debrief"	"Surprise_Debrief"	"Suspected_Debrief"	"Entrant_Debrief"	"Entrant_Distraction_Assignment"	"Entrant_Note_sheet"	"Entrant_Post-Questionnaire"	"Entrant_Writing_Task_Evaluation"	"Assignment_Distraction_Assignment"	"Date_Note_sheet"	"Time_Note_sheet"	"RA_Note_sheet"	"Station_Note_sheet"	"Condition_Note_sheet"	"Game.1_Note_sheet"	"Game.2_Note_sheet"	"Game.3_Note_sheet"	"Game.4_Note_sheet"	"Game.5_Note_sheet"	"Game.6_Note_sheet"	"Good.Session_Note_sheet"	"irritated_Post-Questionnaire"	"happy_Post-Questionnaire"	"angered_Post-Questionnaire"	"helpful_Post-Questionnaire"	"pleased_Post-Questionnaire"	"annoyed_Post-Questionnaire"	"knew.others_Post-Questionnaire"	"knew.partner_Post-Questionnaire"	"easy.nav_Post-Questionnaire"	"excited_Post-Questionnaire"	"engaged_Post-Questionnaire"	"challenging_Post-Questionnaire"	"stressful_Post-Questionnaire"	"violence_Post-Questionnaire"	"diff.nav_Post-Questionnaire"	"reflexes_Post-Questionnaire"	"satisfying_Post-Questionnaire"	"effective_Post-Questionnaire"	"difficult_Post-Questionnaire"	"good.fight_Post-Questionnaire"	"hard.control_Post-Questionnaire"	"mental.effort_Post-Questionnaire"	"comfort.control_Post-Questionnaire"	"exhausting_Post-Questionnaire"	"aggressed_Post-Questionnaire"	"enjoyed_Post-Questionnaire"	"often.played_Post-Questionnaire"	"FPS.experience_Post-Questionnaire"	"FPS.skill_Post-Questionnaire"	"mkb.experience_Post-Questionnaire"	"vg.freq_Post-Questionnaire"	"vg.cumul_Post-Questionnaire"	"gender_Post-Questionnaire"	"age_Post-Questionnaire"	"race_Post-Questionnaire"	"year_Post-Questionnaire"	"GPA_Post-Questionnaire"	"A_Writing_Task_Evaluation"	"B_Writing_Task_Evaluation"	"C_Writing_Task_Evaluation"	"D_Writing_Task_Evaluation"	"E_Writing_Task_Evaluation"	"F_Writing_Task_Evaluation"	"L2d4d_"	"R2d4d_"	"L_ring_length_"	"L_ring_angle_"	"L_index_length_"	"L_index_angle_"	"R_index_length_"	"R_index_angle_"	"R_ring_length_"	"R_ring_angle_"	"nCoders_"	"Violence"	"Difficulty"
"150"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"No"	"No"	"4"	"AM"	"AM"	"AM"	NA	"AM"	"9"	"41956"	"0.71875"	"JC"	"2"	"2"	"4"	"482"	"22"	"1395"	"118"	"173"	"Yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"2"	"-3"	"3"	"4"	"-1"	"1"	"0.970236753100338"	"0.993179035737189"	"887"	"89.615"	"860.6"	"89.235"	"851.8"	"84.61"	"857.65"	"87.06"	"1"	"Violent"	"Hard"
"151"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"Yes"	"Yes"	"1"	"AM"	"AM"	"TH"	NA	"AM"	"1"	"16025"	"0.5"	"MB"	"2"	"3"	"0"	"453"	"16"	"476"	"342"	"0"	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"7"	"0"	"8"	"10"	"8"	"7"	"0.973368146214099"	"0.982873121286263"	"861.75"	"85.46"	"838.8"	"82.24"	"843.6"	"81.14"	"858.3"	"85.8"	"1"	"Nonviolent"	"Easy"
"152"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"No"	"Yes"	"2"	"AM"	"AM"	"TH"	NA	"AM"	"9"	"16025"	"0.5"	"RP"	"4"	"4"	"0"	"347"	"11"	"1183"	"127"	"36"	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"6"	"2"	"3"	"7"	"8"	"5"	"0.938918890578304"	"0.907361673059745"	"953.65"	"81.435"	"895.4"	"88.43"	"863.4"	"81.385"	"951.55"	"89.52"	"1"	"Nonviolent"	"Hard"
"153"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"No"	"Yes"	"1"	"AM"	"AM"	"TH"	NA	"AM"	"9"	"16025"	"(?) On same sheet"	"RP"	"4"	"1"	"0"	"347"	"22"	"355"	"293"	"0"	"Yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"2"	"2"	"0"	"5"	"-3"	"2"	"0.920508166969147"	"0.959858194709572"	"964.25"	"85.655"	"887.6"	"89.13"	"879.95"	"82.525"	"916.75"	"87.765"	"1"	"Violent"	"Easy"
"154"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"No"	"Yes"	"2"	"AM"	"AM"	"TH"	NA	"AM"	"7"	"16025"	"0.0833333333333333"	"MB"	"2"	"2"	"4"	"256"	"4"	"942"	"55"	"92"	"Maybe"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"5"	"7"	"5"	"7"	"2"	"6"	"0.971921879422587"	"0.962946149917721"	"883.25"	"85.455"	"858.45"	"81.73"	"848.5"	"86.62"	"881.15"	"89.025"	"1"	"Violent"	"Hard"
"155"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"No"	"Maybe"	"2"	"AM"	"AM"	"TH"	NA	"AM"	"6"	"16027"	"0.208333333333333"	"DT"	"4"	"3"	"0"	"563"	"19"	"436"	"424"	"0"	"Yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"6"	"3"	"7"	"8"	"6"	"6"	"0.964975910788718"	"0.957046907160654"	"923.65"	"87.49"	"891.3"	"80.28"	"883.45"	"82.095"	"923.1"	"87.95"	"1"	"Nonviolent"	"Easy"
"156"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"Maybe"	"Yes"	"1"	"AM"	"AM"	"TH"	NA	"AM"	"9"	"16027"	"0.208333333333333"	"JC"	"2"	"4"	"0"	"434"	"14"	"1354"	"203"	"100"	"Yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"3"	"0"	"3"	"8"	"1"	"5"	"0.98371138996139"	"0.998466822028701"	"828.8"	"85.37"	"815.3"	"88.74"	"814.05"	"89.335"	"815.3"	"88.42"	"1"	"Nonviolent"	"Hard"
"157"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"Maybe"	"Yes"	"2"	"AM"	"AM"	"TH"	NA	"AM"	"9"	"16027"	"0.25"	"DT"	"4"	"1"	"0"	"531"	"18"	"0"	"414"	"0"	"Yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"9"	"4"	"7"	"7"	"4"	"6"	"0.949214155885812"	"0.963372844222235"	"935.3"	"87.675"	"887.8"	"78.665"	"857.45"	"83.845"	"890.05"	"89.385"	"1"	"Violent"	"Easy"
"158"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"No"	"Yes"	"2"	"AM"	"AM"	"TH"	NA	"AM"	"4"	"16027"	"0.25"	"JC"	"2"	"2"	"5"	"295"	"6"	"1081"	"87"	"109"	"Yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"9"	"8"	"8"	"10"	"-4"	"5"	"1.04001123911211"	"1.15596907022066"	"889.75"	"88.69"	"925.35"	"88.58"	"919.4"	"88.285"	"795.35"	"79.61"	"1"	"Violent"	"Hard"
"159"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"No"	"No"	"2"	"AM"	"AM"	"TH"	NA	"AM"	"6"	"16393"	"0.208333333333333"	"JC"	"2"	"3"	"0"	"420"	"15"	"1093"	"210"	"0"	"Yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"3"	"1"	"2"	"6"	"2"	"3"	"0.99905334669785"	"0.978248776145972"	"897.9"	"88.375"	"897.05"	"89.3"	"879.25"	"83.73"	"898.8"	"87.64"	"1"	"Nonviolent"	"Easy"
"16"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"Yes "	"Yes"	"2"	"AM"	"CH"	"AM"	"AM"	"CH"	"9"	"41545"	"0.5"	"JH"	"4"	"4"	"5"	"269"	"6"	"911"	"16"	"134"	"No"	"6"	"2"	"2"	"4"	"2"	"7"	"Yes"	"Yes"	"6"	"2"	"6"	"3"	"5"	"1"	"1"	"2"	"6"	"6"	"2"	"6"	"1"	"2"	"6"	"1"	"2"	"5"	"6"	"6"	"6"	"1"	"2"	"6"	"M"	"18"	"5"	"1"	"3.3"	"7"	"8"	"8"	"6"	"7"	"6"	"1.00303383897316"	"0.994672843080486"	"857"	"89.53"	"859.6"	"78.39"	"858.9"	"76.74"	"863.5"	"82.95"	"1"	"Nonviolent"	"Hard"
"160"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"No"	"No"	"4"	"AM"	"AM"	"TH"	NA	"AM"	"4"	"16393"	"0.25"	"MB"	"4"	"4"	"0"	"431"	"14"	"1330"	"186"	"56"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"5"	"2"	"-2"	"6"	"8"	"5"	"0.937436522445663"	"0.941104419720323"	"984.6"	"80.47"	"923"	"88.32"	"922"	"89.78"	"979.7"	"82.17"	"1"	"Nonviolent"	"Hard"
"161"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"No"	"No"	"4"	"AM"	"AM"	"TH"	NA	"AM"	"5"	"16394"	"0.177083333333333"	"JC"	"2"	"1"	"0"	"324"	"11"	"350"	"218"	"0"	"Yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"2"	"0"	"1"	"6"	"6"	"4"	"0.949845549003089"	"0.988037447988904"	"890.25"	"84.46"	"845.6"	"84.74"	"854.85"	"76.295"	"865.2"	"85.11"	"1"	"Violent"	"Easy"
"162"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"No"	"No"	"5"	"AM"	"AM"	"TH"	NA	"AM"	"5"	"16394"	"0.21875"	"JC"	"2"	"2"	"1"	"333"	"14"	"1430"	"78"	"104"	"Maybe"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"6"	"-4"	"4"	"10"	"2"	"4"	"0.907217856435317"	"0.927301461872778"	"757.15"	"89.125"	"686.9"	"81.085"	"704.1"	"88.98"	"759.3"	"83.57"	"1"	"Violent"	"Hard"
"163"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"No"	"Yes"	"3"	"AM"	"AM"	"TH"	NA	"AM"	"9"	"16394"	"0.21875"	"JH"	"4"	"3"	"0"	"360"	"12"	"333"	"293"	"0"	"Yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-5"	"8"	"0"	"8"	"-3"	"0"	"1.01508515815085"	"1.07275803722504"	"822"	"85.535"	"834.4"	"85.295"	"855.9"	"88.67"	"797.85"	"83.705"	"1"	"Nonviolent"	"Easy"
"164"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"Yes"	"Yes"	"2"	"AM"	"AM"	"TH"	NA	"AM"	"4"	"16395"	"0.145833333333333"	"SC"	"2"	"4"	"1"	"257"	"7"	"1202"	"74"	"55"	"Yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"6"	"-4"	"5"	"6"	"5"	"4"	"0.91685899549401"	"0.91900660029086"	"909.9"	"77.69"	"834.25"	"88.49"	"821.5"	"89.545"	"893.9"	"80.685"	"1"	"Nonviolent"	"Hard"
"165"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"TH"	NA	"AM"	NA	"16395"	"0.145833333333333"	"Melissa"	"4"	"1"	"0"	"338"	"11"	"1700"	"40"	"0"	"Yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"5"	"6"	"5"	"4"	"4"	"6"	"0.913880503502876"	"0.943012912482066"	"877.85"	"85"	"802.25"	"84.89"	"821.6"	"84.695"	"871.25"	"83.615"	"1"	"Violent"	"Easy"
"166"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AM"	"TH"	NA	"AM"	"3"	"16395"	"0.1875"	"SC"	"2"	"2"	"0"	"295"	"9"	"1208"	"104"	"67"	"Yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"4"	"-2"	"5"	"5"	"-5"	"3"	"0.974887082204155"	"0.971253190713504"	"830.25"	"84.575"	"809.4"	"85.145"	"799.05"	"83.895"	"822.7"	"83.615"	"1"	"Violent"	"Hard"
"167"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"TH"	NA	"AM"	NA	"16395"	"0.1875"	"MN"	"4"	"3"	"0"	"244"	"22"	"0"	"243"	"0"	"Yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"6"	"4"	"6"	"7"	"4"	"6"	"0.972231208886013"	"0.965317609220048"	"927.3"	"82.63"	"901.55"	"89.24"	"900.4"	"87.45"	"932.75"	"81.505"	"1"	"Nonviolent"	"Easy"
"167?"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"No"	"Yes"	"3"	"AM"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"168"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"TH"	"TG"	"AM"	NA	"16395"	"0.229166666666667"	"MN"	"4"	"4"	"0"	"288"	"9"	"1282"	"82"	"41"	"Yes"	"4"	"5"	"2"	"5"	"1"	"3"	"No"	"No"	"7"	"6"	"7"	"5"	"1"	"5"	"2"	"6"	"6"	"6"	"5"	"5"	"1"	"5"	"6"	"2"	"6"	"6"	"5"	"6"	"7"	"5"	"3"	"6"	"M"	"18"	"2 and 3"	"1"	"1.2"	"-2"	"-9"	"-7"	"2"	"-10"	"-8"	"0.991990613202735"	"0.981977794990963"	"980.1"	"83.38"	"972.25"	"88.67"	"950.8"	"88.495"	"968.25"	"84.15"	"1"	"Nonviolent"	"Hard"
"169"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"No"	"No"	"4"	"AM"	"AM"	"TH"	NA	"AM"	"9"	"16395"	"0.270833333333333"	"MN"	"4"	"1"	"0"	"413"	"14"	"2469"	"73"	"0"	"Yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"8"	"-5"	"3"	"6"	"-5"	"4"	"1.00058366894298"	"1.00023564064801"	"856.65"	"87.76"	"857.15"	"89.03"	"848.95"	"88.345"	"848.75"	"86.39"	"1"	"Violent"	"Easy"
"17"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"Maybe"	"Yes"	"3"	"AM"	"CH"	NA	"AM"	"CH"	"5"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"6"	"2"	"3"	"3"	"2"	"6"	"No"	"No"	"7"	"4"	"6"	"1"	"1"	"6"	"1"	"2"	"7"	"6"	"1"	"1"	"4"	"2"	"7"	"1"	"5"	"6"	"2"	"3"	"4"	"3"	"1"	"3"	"M"	"18"	"5&2"	"1"	"3.6"	"8"	"6"	"7"	"10"	"8"	"8"	"0.965113782739373"	"0.958792679011024"	"931.6"	"83.16"	"899.1"	"89.11"	"895.8"	"87.5"	"934.3"	"80.33"	"1"	NA	NA
"170"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"Maybe"	"No"	"5"	"AM"	NA	"TH"	NA	"AM"	NA	"16406"	"0.208333333333333"	"DT"	"4"	"2"	"1"	"166"	"4"	"767"	"20"	"48"	"Yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"5"	"0"	"0"	"0"	"-3"	"0"	"1.0099884980931"	"0.9655572980194"	"825.95"	"86.56"	"834.2"	"78.52"	"831.2"	"84.615"	"860.85"	"77.825"	"1"	"Violent"	"Hard"
"171"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"No"	"Yes"	"3"	"AM"	"AM"	"TH"	NA	"AM"	"5"	"16406"	"0.25"	"DT"	"4"	"3"	"0"	"528"	"17"	"2318"	"127"	"0"	"Yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"7"	"7"	"8"	"7"	"5"	"7"	"0.975481898105171"	"0.948278711098871"	"915.65"	"87.965"	"893.2"	"79.975"	"860.8"	"81.58"	"907.75"	"88.645"	"1"	"Nonviolent"	"Easy"
"172"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"No"	"Maybe"	"1"	"AM"	"AM"	"TH"	NA	"AM"	"5"	"16407"	"0.208333333333333"	"MB"	"2"	"4"	"7"	"309"	"3"	"1430"	"35"	"138"	"Yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"9"	"9"	"8"	"8"	"7"	"8"	"0.93871531570898"	"0.929341317365269"	"915.4"	"84.36"	"859.3"	"88.53"	"853.6"	"87.85"	"918.5"	"82.68"	"1"	"Nonviolent"	"Hard"
"173"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"No"	"No"	"2"	"AM"	"AM"	"TH"	NA	"AM"	"5"	"16407"	"0.208333333333333"	"JC"	"4"	"1"	"0"	"521"	"18"	"3276"	"13"	"0"	"Yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"5"	"4"	"5"	"7"	"5"	"5"	"0.979262945846664"	"0.985694183864916"	"843.9"	"87.28"	"826.4"	"79.68"	"840.6"	"82.27"	"852.8"	"86.3"	"1"	"Violent"	"Easy"
"174"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"No"	"No"	"1"	"AM"	"AM"	"TH"	NA	"AM"	"7"	"16407"	"0.25"	"MB"	"2"	"2"	"5"	"251"	"3"	"1146"	"33"	"99"	"Yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"7"	"7"	"6"	"7"	"8"	"7"	"0.978080966226795"	"0.95257663260773"	"894.2"	"84.42"	"874.6"	"87.84"	"857.7"	"87.73"	"900.4"	"82.66"	"1"	"Violent"	"Hard"
"175"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"Maybe"	"Maybe"	"3"	"AM"	"AM"	"TH"	NA	"AM"	"6"	"16407"	"0.25"	"JC"	"4"	"3"	"0"	"364"	"12"	"725"	"185"	"0"	"Yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"0"	"-1"	"-2"	"7"	"4"	"4"	"0.954786669496922"	"0.932689175985235"	"942.2"	"87.08"	"899.6"	"85.6"	"859.1"	"87.06"	"921.1"	"89.13"	"1"	"Nonviolent"	"Easy"
"176"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"No"	"No"	"3"	"AM"	"AM"	"TH"	NA	"AM"	"5"	"16408"	"0.135416666666667"	"DT"	"4"	"4"	"1"	"342"	"11"	"1398"	"70"	"75"	"Yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"6"	"6"	"5"	"8"	"6"	"6"	"1.00051921079958"	"0.952803497942387"	"770.4"	"86.58"	"770.8"	"83.59"	"740.9"	"81.62"	"777.6"	"85.35"	"1"	"Nonviolent"	"Hard"
"177"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"Yes"	"No"	"4"	"AM"	"AM"	"TH"	NA	"AM"	"5"	"16408"	"0.135416666666667"	"JC"	"2"	"1"	"0"	"483"	"16"	"1728"	"187"	"0"	"Yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"6"	"7"	"7"	"8"	"7"	"7"	"0.963296844816484"	"0.930137134218767"	"931.8"	"86.43"	"897.6"	"78.03"	"861.4"	"79.16"	"926.1"	"89.07"	"1"	"Violent"	"Easy"
"178"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"No"	"No"	"4"	"AM"	NA	"TH"	NA	"AM"	NA	"16408"	"0.177083333333333"	"DT"	"4"	"2"	"3"	"340"	"7"	"1365"	"96"	"106"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"7"	"-5"	"0"	"8"	"-5"	"0"	"0.928578573572072"	"0.945992501773229"	"999.7"	"85.81"	"928.3"	"82.32"	"933.6"	"83.17"	"986.9"	"87.56"	"1"	"Violent"	"Hard"
"179"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"No"	"No"	"2"	"AM"	"AM"	"TH"	NA	"AM"	"3"	"16408"	"0.21875"	"DT"	"4"	"3"	"0"	"539"	"17"	"1849"	"174"	"0"	"Yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-6"	"2"	"5"	"10"	"4"	"3"	"0.92891156462585"	"0.904967602591793"	"882"	"82.77"	"819.3"	"83.48"	"796.1"	"88.92"	"879.7"	"81.5"	"1"	"Nonviolent"	"Easy"
