"Subject"	"1.a"	"1.b"	"1.c"	"1.d"	"1.e"	"2.a"	"2.b"	"2.c"	"2.d"	"2.e"	"2.f"	"2.g"	"2.h"	"Game.affect.distraction"	"Surprise"	"Suspected"	"Why "	"Entrant"	"Assignment"	"Entrant"	"Date"	"Time"	"RA"	"Station"	"Condition"	"Game.1"	"Game.2"	"Game.3"	"Game.4"	"Game.5"	"Game.6"	"Good.Session"	"Notes"	"Entrant"	"irritated"	"happy"	"angered"	"helpful"	"pleased"	"annoyed"	"knew.others"	"knew.partner"	"easy.nav"	"excited"	"engaged"	"challenging"	"stressful"	"violence"	"diff.nav"	"reflexes"	"satisfying"	"effective"	"difficult"	"good.fight"	"hard.control"	"mental.effort"	"comfort.control"	"exhausting"	"aggressed"	"enjoyed"	"often.played"	"FPS.experience"	"FPS.skill"	"mkb.experience"	"vg.freq"	"vg.cumul"	"gender"	"age"	"race"	"year"	"GPA"	"Entrant"	"A"	"B"	"C"	"D"	"E"	"F"	"Entrant"	"L2d4d"	"R2d4d"	"L_ring_length"	"L_ring_angle"	"L_index_length"	"L_index_angle"	"R_ring_length"	"R_ring_angle"	"R_index_length"	"R_index_angle"	"notes"	"coder"	"Violence"	"Difficulty"
"267"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"No"	"No"	"4"	"To see how mad I was at the way he judged my paper."	"TG"	"5"	"TG"	"1398124800"	"0.80208333333333337"	"DT"	"4"	"3"	"0"	"400"	"19"	"182"	"386"	"0"	"No"	"How you react to someones opinion of you. Kenw essay evaluation was fake, so he figured other participant wouldn’t have to put their hand in water"	"TG"	"7"	"1"	"7"	"1"	"1"	"7"	"No"	"No"	"3"	"5"	"6"	"5"	"3"	"1"	"1"	"4"	"2"	"2"	"5"	"4"	"5"	"3"	"7"	"3"	"6"	"7"	"5"	"7"	"7"	"7"	"7"	"7"	"M"	"18"	"5"	"1"	"3.2"	"TG"	"2"	"6"	"1"	"3"	"9"	"7"	"TG"	"0.897144746995921"	"0.893284798435293"	"907.1"	"89.12"	"813.8"	"79.45"	"920.3"	"85.95"	"822.09"	"82.6"	NA	"Rachel"	"Nonviolent"	"Easy"
"268"	"1"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"No"	"Yes"	"2"	"To have a more random variable"	"TG"	"3"	"TG"	"1398124800"	"0.80208333333333337"	"MB"	"2"	"4"	"5"	"567"	"3"	"1666"	"101"	"118"	"Yes"	"No suspicions"	"TG"	"4"	"1"	"4"	"4"	"2"	"3"	"No"	"No"	"5"	"3"	"5"	"6"	"4"	"3"	"5"	"5"	"5"	"6"	"4"	"6"	"6"	"3"	"4"	"2"	"4"	"6"	"4"	"6"	"6"	"3"	"6"	"7"	"M"	"20"	"5"	"3"	"2.9"	"TG"	"3"	"5"	"2"	"10"	"5"	"5"	"TG"	"0.959281961471103"	"0.985917067173354"	"913.6"	"82.14"	"876.4"	"88.17"	"894.7"	"84.1"	"882.1"	"89.16"	NA	"Rachel"	"Nonviolent"	"Hard"
"269"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"No"	"No"	"2"	"To see the diffrences between two different males amount of distraction"	"TG"	"7"	"TG"	"1398211200"	"0.4201388888888889"	"RP"	"2"	"1"	"0"	"403"	"14"	"993"	"189"	"0"	"Yes"	NA	"TG"	"2"	"3"	"4"	"4"	"4"	"4"	"No"	"No"	"7"	"6"	"6"	"2"	"2"	"4"	"3"	"5"	"5"	"6"	"3"	"1"	"2"	"4"	"5"	"3"	"5"	"5"	"2"	"3"	"5"	"5"	"5"	"4"	"M"	"21"	"5"	"3"	"2.8"	"TG"	"3"	"0"	"3"	"5"	"4"	"7"	"TG"	"0.90510424155284"	"0.921774604793473"	"973.7"	"83.81"	"881.3"	"86.88"	"980.5"	"81.61"	"903.8"	"83.52"	NA	"Rachel"	"Violent"	"Easy"
"27"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"Maybe"	"No"	"3"	"To display the amount of aggression we were feeling toward the other person."	"AM"	"2"	"CH"	"?"	"?"	"Malory"	"2"	"3"	"0"	"514"	"17"	"478"	"327"	"0"	"Yes"	NA	"AM"	"3"	"3"	"3"	"1"	"4"	"4"	"No"	"No"	"7"	"5"	"6"	"4"	"3"	"2"	"2"	"2"	"3"	"4"	"3"	"2"	"3"	"2"	"6"	"3"	"5"	"6"	"4"	"6"	"6"	"6"	"4"	"5"	"M"	"19"	"5"	"2"	"2.9"	"AM"	"5"	"-4"	"3"	"9"	"0"	"1"	"CH"	"0.973931674800619"	"0.951398601398601"	"840.1"	"85.97"	"818.2"	"76.93"	"858"	"87.26"	"816.3"	"69.79"	NA	"Julian"	"Nonviolent"	"Easy"
"270"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"Maybe"	"no"	"2"	"Because we just got evaluations from that person so if they were good there maybe less or bad may equal more distraction time"	"TG"	"4"	"TG"	"1398211200"	"0.46180555555555558"	"RP"	"2"	"2"	"5"	"228"	"3"	"1011"	"50"	"107"	"No"	"Thought the distraction taks with the ice water was kind of odd and has a hunch that it had something to do with the evaluations"	"TG"	"5"	"3"	"2"	"2"	"2"	"4"	"No"	"No"	"6"	"5"	"6"	"6"	"5"	"6"	"3"	"6"	"5"	"6"	"3"	"5"	"5"	"6"	"6"	"3"	"2"	"6"	"5"	"5"	"4"	"3"	"4"	"6"	"M"	"29"	"5"	"4"	"3"	"TG"	"7"	"6"	"6"	"9"	"7"	"6"	"TG"	"0.969612113669363"	"0.982302749394291"	"964.2"	"87.15"	"934.9"	"86.38"	"949.3"	"88.49"	"932.5"	"86.8"	NA	"Rachel"	"Violent"	"Hard"
"271"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"Yes"	"No"	"4"	"To see if you were angered by the comments given by your partner."	"TG"	"5"	"TG"	"1398211200"	"0.5"	"KH"	"4"	"3"	"0"	"462"	"15"	"1415"	"219"	"0"	"Maybe"	"Said that nothing seemed off or weird about study. After debriefing q- as soon as he read the comments thought it was set up. When putting distraction time, thought he was going to be assigned a lot, even thought he figured the essays weren't real"	"TG"	"7"	"1"	"7"	"1"	"1"	"7"	"No"	"No"	"7"	"4"	"6"	"1"	"1"	"5"	"1"	"2"	"6"	"7"	"1"	"1"	"1"	"2"	"7"	"2"	"5"	"3"	"2"	"7"	"6"	"6"	"6"	"6"	"M"	"21"	"1"	"3"	"3.85"	"TG"	"-1"	"-7"	"-2"	"4"	"4"	"-1"	"TG"	"1.0246138996139"	"1.02391757635226"	"828.8"	"75.11"	"849.2"	"84.32"	"815.3"	"78.18"	"834.8"	"84.5"	NA	"Rachel"	"Nonviolent"	"Easy"
"272"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"Maybe"	"yes"	"2"	"To see who would assing longer, or shorter periods of time."	"TG"	"9"	"TG"	"1398211200"	"0.5"	"EM"	"2"	"4"	"2"	"202"	"5"	"532"	"57"	"76"	"Yes"	"Believed it, nothing seemed off to him"	"TG"	"5"	"4"	"4"	"1"	"4"	"4"	"No"	"No"	"6"	"5"	"5"	"5"	"4"	"4"	"3"	"5"	"5"	"5"	"5"	"5"	"3"	"5"	"6"	"2"	"4"	"5"	"3"	"5"	"5"	"5"	"3"	"5"	"M"	"19"	"5"	"1"	"3.5"	"TG"	"9"	"10"	"9"	"10"	"8"	"9"	"TG"	"0.92729051190088"	"0.952050264550265"	"920.1"	"89.13"	"853.2"	"83.67"	"907.2"	"85.19"	"863.7"	"87.68"	NA	"Rachel"	"Nonviolent"	"Hard"
"273"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"Maybe"	"no"	"2"	"To see how the other's evaluation of my essay would affect how long I would want them distracted"	"TG"	"7"	"TG"	"1398211200"	"0.59027777777777779"	"HG"	"2"	"1"	"0"	"333"	"19"	"501"	"210"	"0"	"Yes"	"Session was running late because we were waiting on the other no-show participant so didn’t have time for the debriefing"	"TG"	"7"	"4"	"5"	"2"	"3"	"7"	"No"	"No"	"7"	"4"	"5"	"2"	"2"	"7"	"2"	"2"	"6"	"6"	"2"	"3"	"2"	"4"	"6"	"2"	"5"	"4"	"3"	"6"	"4"	"6"	"4"	"5"	"M"	"19"	"5"	"1"	"3.5"	"TG"	"5"	"-1"	"2"	"7"	"0"	"3"	"TG"	"0.994960312460627"	"0.969286577992745"	"793.7"	"78.22"	"789.7"	"83.09"	"827"	"74"	"801.6"	"80.23"	NA	"Rachel"	"Violent"	"Easy"
"274"	"1"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"No"	"Yes"	"4"	"So each person could react to the other's essay feedback"	"TG"	"7"	"TG"	"1398211200"	"0.59027777777777779"	"HG"	"2"	"2"	"1"	"218"	"6"	"942"	"64"	"61"	"Yes"	"Participant said he thought that the study was trying to measure behavioral reactions but couldn’t really laborate on what that meant. After debried, he said he had no idea and this wa one of the better experiments he had done"	"TG"	"6"	"2"	"6"	"3"	"4"	"5"	"No"	"No"	"7"	"6"	"7"	"6"	"5"	"6"	"3"	"5"	"5"	"7"	"3"	"6"	"4"	"2"	"7"	"1"	"2"	"6"	"6"	"7"	"5"	"5"	"6"	"7"	"M"	"19"	"5"	"1"	"3.2"	"TG"	"2"	"1"	"5"	"4"	"-4"	"2"	"TG"	"0.967745060054242"	"1.00232135647961"	"1032.4"	"87.06"	"999.1"	"87.36"	"990.8"	"84.96"	"993.1"	"89.08"	NA	"Rachel"	"Violent"	"Hard"
"275"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"No"	"Maybe"	"2"	"No Idea honestly"	"TG"	"3"	"TG"	"1398211200"	"0.59027777777777779"	"HG"	"2"	"3"	"0"	"479"	"16"	"2149"	"179"	"0"	"Yes"	"Ran out of time so didn’t do the debriefing, but he seemed pretty convinced"	"TG"	"7"	"1"	"5"	"1"	"1"	"6"	"No"	"No"	"7"	"4"	"4"	"3"	"2"	"5"	"2"	"3"	"3"	"5"	"1"	"1"	"3"	"3"	"6"	"5"	"3"	"5"	"5"	"5"	"4"	"6"	"5"	"6"	"M"	"22"	"5"	"4"	"2.7"	"TG"	"7"	"6"	"6"	"7"	"2"	"6"	"TG"	"0.985569152620642"	"1.01160473566991"	"866.2"	"79.62"	"853.7"	"84.69"	"853.1"	"83.13"	"863"	"90"	NA	"Rachel"	"Nonviolent"	"Easy"
"276"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"No"	"Yes"	"2"	"To help judge the evaluation affected our decision"	"TG"	"8"	"TG"	"1398643200"	"0.625"	"LK"	"4"	"4"	"1"	"337"	"9"	"1247"	"125"	"65"	"Yes"	"Had no comment after test"	"TG"	"7"	"1"	"7"	"1"	"1"	"7"	"No"	"No"	"7"	"7"	"7"	"7"	"3"	"3"	"1"	"2"	"7"	"7"	"4"	"6"	"2"	"6"	"7"	"3"	"3"	"7"	"6"	"6"	"6"	"7"	"7"	"7"	"M"	"18"	"2"	"1"	"3.76"	"TG"	"7"	"4"	"4"	"9"	"6"	"6"	"TG"	"0.936088213253399"	"0.932176489260396"	"934.1"	"89.39"	"874.4"	"84.22"	"945.1"	"89.39"	"881"	"83.88"	NA	"Rachel"	"Nonviolent"	"Hard"
"277"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"No"	"Yes"	"2"	"Based on the essay evaluations and its effects"	"TG"	"9"	"TG"	"1398643200"	"0.63194444444444442"	"HG"	"2"	"1"	"0"	"218"	"22"	"126"	"168"	"0"	"Yes"	"Participant said he had no idea what we were trying to measure/ what the experiment was about"	"TG"	"5"	"1"	"5"	"1"	"1"	"7"	"No"	"No"	"5"	"1"	"1"	"1"	"1"	"5"	"1"	"1"	"5"	"5"	"5"	"5"	"1"	"5"	"3"	"5"	"2"	"1"	"1"	"5"	"3"	"3"	"3"	"5"	"M"	"18"	"5"	"1"	"3.5"	"TG"	"2"	"-7"	"0"	"3"	"-5"	"-2"	"TG"	"0.971334319190081"	"0.975936748023376"	"879.1"	"89.28"	"853.9"	"84.56"	"872.7"	"83.42"	"851.7"	"86.43"	NA	"Rachel"	"Violent"	"Easy"
"278"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"No"	"Maybe"	"2"	"keep from being bias"	"TG"	"5"	"TG"	"1398643200"	"0.625"	"LK"	"4"	"2"	"0"	"347"	"12"	"1246"	"110"	"73"	"Yes"	"Was unaware of provocation measure"	"TG"	"6"	"1"	"5"	"4"	"4"	"4"	"No"	"No"	"7"	"5"	"5"	"1"	"4"	"6"	"2"	"3"	"6"	"7"	"2"	"3"	"4"	"3"	"6"	"2"	"6"	"5"	"2"	"4"	"4"	"3"	"2"	"2"	"M"	"20"	"5"	"2"	"3"	"TG"	"6"	"7"	"7"	"8"	"8"	"7"	"TG"	"1.00165477298583"	"1.00941054808687"	"966.9"	"86.44"	"968.5"	"85.86"	"967"	"89.59"	"976.1"	"89.41"	NA	"Rachel"	"Violent"	"Hard"
"278 B"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-8"	"-8"	"-9"	"-8"	"-10"	"-9"	"TG"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"279"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"Maybe"	"no"	"2"	"I guess, dealing with different times of distraction. But why would the exoerimenter couldn't do that?"	"TG"	"4"	"TG"	"1398729600"	"0.625"	"RP"	"2"	"3"	"0"	"412"	"14"	"1559"	"129"	"0"	"Maybe"	"Partners evaluation was harsh wonered if maybe it was part of the distraction but wasn’t so sure"	"TG"	"5"	"3"	"3"	"3"	"3"	"3"	"No"	"No"	"6"	"2"	"3"	"2"	"2"	"2"	"2"	"4"	"4"	"3"	"3"	"2"	"5"	"3"	"5"	"1"	"2"	"3"	"2"	"5"	"5"	"5"	"3"	"5"	"M"	"19"	"5"	"2"	"2"	"TG"	"4"	"1"	"0"	"6"	"5"	"4"	"TG"	"1.01768663194444"	"1"	"921.6"	"85.71"	"937.9"	"87.43"	"912.1"	"80.28"	"912.1"	"84.59"	NA	"Rachel"	"Nonviolent"	"Easy"
"28"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"Maybe"	"No"	"3"	"To see if the violence in the game would make me give him more. "	"AM"	"7"	"CH"	"41548"	"0.63541666666666663"	"Danielle"	"4"	"4"	"2"	"381"	"9"	"1700"	"85"	"74"	"Maybe"	"Not taken seriously after rude insult; 5 minutes didn't seem like enough time to write that essay"	"AM"	"1"	"4"	"1"	"2"	"5"	"4"	"No"	"No"	"7"	"5"	"6"	"2"	"2"	"2"	"1"	"5"	"6"	"7"	"1"	"4"	"1"	"4"	"7"	"1"	"2"	"5"	"."	"."	"."	"."	"."	"."	"M"	"18"	"5"	"1"	"3.8"	"AM"	"5"	"7"	"2"	"9"	"6"	"5"	"CH"	"0.929913125146748"	"0.989916594049546"	"851.8"	"82.24"	"792.1"	"81.29"	"803.3"	"84.79"	"795.2"	"79.93"	NA	"Julian"	"Nonviolent"	"Hard"
"280"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"1398729600"	"0.66666666666666663"	"RP"	"2"	"4"	NA	NA	NA	NA	NA	NA	"No"	"Here for wrong study"	"TG"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"0.983492822966507"	"0.990111984751013"	"836"	"87.26"	"822.2"	"84.98"	"839.4"	"84.81"	"831.1"	"89.1"	NA	"Rachel"	"Nonviolent"	"Hard"
"281"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"No"	"Yes "	"2"	"Too predict how long  To see how long we thought one could keep their hand in the ice. "	"TG"	"8"	"TG"	"1398729600"	"0.66666666666666663"	"JC"	"4"	"1"	"0"	"171"	"5"	"98"	"123"	"0"	"Yes"	"Definetly a good session, said he was convinced"	"TG"	"4"	"4"	"1"	"2"	"2"	"6"	"No"	"No"	"7"	"5"	"5"	"2"	"1"	"5"	"3"	"2"	"5"	"5"	"1"	"1"	"3"	"2"	"7"	"5"	"3"	"5"	"2"	"6"	"4"	"5"	"2"	"6"	"M"	"19"	"5"	"1"	"3"	"TG"	"8"	"6"	"7"	"10"	"7"	"8"	"TG"	"0.939194380419273"	"0.967767033455596"	"911.1"	"81.48"	"855.7"	"84.64"	"899.7"	"77.68"	"870.7"	"85.52"	NA	"Rachel"	"Violent"	"Easy"
"282"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"Yes"	"No"	"5"	"Because the video game may make me aggressive., so I may choose the longest time. But actually, the comments makes me feel not good very nuch"	"TG"	"9"	"TG"	"1398729600"	"0.76041666666666663"	"DT "	"4"	"2"	"0"	"294"	"9"	"1114"	"93"	"58"	"Yes"	NA	"TG"	"5"	"4"	"4"	"1"	"3"	"4"	NA	NA	"7"	"5"	"6"	"5"	"3"	"6"	"2"	"2"	"7"	"5"	"2"	"5"	"3"	"4"	"6"	"5"	"5"	"6"	"2"	"7"	"3"	"6"	"3"	"5"	"M"	"18"	"6-Asian"	"1"	"3.3"	"TG"	"8"	"8"	"7"	"8"	"8"	"8"	"TG"	"0.950910735047152"	"0.99947991158497"	"774.1"	"88.96"	"736.1"	"84.78"	"769.1"	"89.03"	"768.7"	"80.87"	NA	"Rachel"	"Violent"	"Hard"
"283"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"No"	"No"	"3"	"To show how agrivated we get against the other person for their response on my essay."	"TG"	"1"	"TG"	"1398729600"	"0.76041666666666663"	"MB"	"2"	"3"	"0"	"568"	"19"	"2155"	"236"	"0"	"Yes"	"No suspicions"	"TG"	"4"	"3"	"4"	"3"	"1"	"5"	NA	NA	"7"	"2"	"3"	"1"	"1"	"1"	"1"	"1"	"1"	"6"	"1"	"1"	"1"	"1"	"2"	"2"	"2"	"4"	"1"	"6"	"6"	"6"	"3"	"4"	"M"	"18"	"5"	"1"	"3.1"	"TG"	"4"	"2"	"1"	"7"	"-1"	"-1"	"TG"	"0.98135593220339"	"0.942645502645503"	"885"	"89.42"	"868.5"	"79.52"	"945"	"86.3"	"890.8"	"84.72"	NA	"Rachel"	"Nonviolent"	"Easy"
"284"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"No"	"Yes"	"1"	"to see aggression"	"TG"	"9"	"TG"	"1398729600"	"0.80208333333333337"	"MB"	"2"	"4"	"0"	"343"	"11"	"1381"	"109"	"36"	"Yes"	"No suspicions"	"TG"	"5"	"1"	"5"	"1"	"1"	"7"	NA	NA	"7"	"4"	"5"	"3"	"3"	"3"	"2"	"1"	"3"	"4"	"4"	"4"	"3"	"1"	"6"	"3"	"3"	"3"	"2"	"5"	"5"	"5"	"2"	"3"	"M"	"1"	"5"	"1"	"3.8"	"TG"	"6"	"5"	"6"	"10"	"9"	"6"	"TG"	"0.968846663720725"	"1.07829522327308"	"905.2"	"88.8"	"877"	"85.23"	"835.3"	"81.46"	"900.7"	"87.77"	NA	"Rachel"	"Nonviolent"	"Hard"
"285"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"Maybe"	"yes"	"1"	"To see if we were against our partner after seeing their response to the essay"	"TG"	"8"	"TG"	"1398729600"	"0.80208333333333337"	"DT"	"4"	"1"	"0"	"441"	"14"	"371"	"274"	"0"	"Yes"	"Violience in game and effects in mood"	"TG"	"6"	"2"	"4"	"4"	"3"	"5"	NA	NA	"5"	"4"	"5"	"2"	"3"	"6"	"3"	"3"	"4"	"4"	"1"	"1"	"3"	"2"	"5"	"1"	"2"	"4"	"5"	"7"	"7"	"5"	"4"	"5"	"M"	"19"	"5"	"1"	"3.1"	"TG"	"7"	"5"	"4"	"4"	"9"	"9"	"TG"	"0.958218801539307"	"0.938888274947508"	"909.5"	"84.32"	"871.5"	"80.29"	"904.9"	"80.71"	"849.6"	"76.45"	NA	"Rachel"	"Violent"	"Easy"
"286"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"No"	"No"	"4"	"Since they showed us our partners response that was negitive, it would see if we wanted to be more agressice to the other person."	"TG"	"5"	"TG"	"1398816000"	"0.45833333333333331"	"RP"	"4"	"2"	"3"	"229"	"5"	"864"	"70"	"86"	"Yes"	"Nothing was suspicious"	"TG"	"4"	"1"	"3"	"1"	"1"	"5"	NA	NA	"7"	"6"	"7"	"4"	"1"	"2"	"1"	"5"	"7"	"7"	"2"	"5"	"1"	"2"	"7"	"1"	"1"	"7"	"6"	"7"	"7"	"7"	"1"	"5"	"M"	"20"	"5"	"2"	"3.3"	"TG"	"9"	"10"	"8"	"10"	"9"	"9"	"TG"	"0.96100394109106"	"0.976015919564307"	"964.2"	"88.81"	"926.6"	"80.56"	"954.8"	"84.89"	"931.9"	"86.31"	NA	"Rachel"	"Violent"	"Hard"
"287"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"No"	"No"	"2"	"To see if someone's negative opinion would persuade you ro make them stick their hand in water longer"	"TG"	"3"	"TG"	"1398816000"	"0.45833333333333331"	"JH"	"2"	"3"	"0"	"444"	"15"	"407"	"312"	"0"	"No"	"Was not decieved"	"TG"	"3"	"4"	"5"	"4"	"4"	"5"	NA	NA	"6"	"6"	"7"	"1"	"2"	"4"	"2"	"4"	"6"	"6"	"3"	"3"	"2"	"2"	"6"	"2"	"3"	"6"	"missing"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"TG"	"6"	"6"	"6"	"8"	"8"	"8"	"TG"	"0.914747517430805"	"0.910621071694897"	"946.6"	"85.76"	"865.9"	"80.49"	"938.7"	"85.66"	"854.8"	"77.64"	NA	"Rachel"	"Nonviolent"	"Easy"
"288"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"No"	"No"	"1"	"N/a"	"TG"	NA	NA	"1398816000"	"0.5"	"KH"	"2"	"4"	"4"	"442"	"10"	"2074"	"202"	"131"	NA	"Longer game time + 7 min. Skipped distraction task tp post q. told that to answer questions as best as he can and if it didn’t make sense to go ahead ans skip"	"TG"	"3"	"2"	"2"	"4"	"2"	"3"	NA	NA	"6"	"4"	"6"	"5"	"3"	"2"	"2"	"6"	"6"	"6"	"3"	"5"	"2"	"5"	"6"	"2"	"3"	"5"	"4"	"6"	"6"	"6"	"5"	"7"	"M"	"21"	"5"	"3"	"3.1"	"TG"	"5"	"7"	"5"	"5"	"8"	"7"	"TG"	"0.943989212737268"	"0.964477933261572"	"964.1"	"89.17"	"910.1"	"87.23"	"929"	"89.69"	"896"	"89.49"	NA	"Rachel"	"Nonviolent"	"Hard"
"289"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	NA	"no"	NA	"Blank"	"TG"	NA	NA	"1398816000"	"0.5"	"EM"	"4"	"1"	"0"	"727"	"22"	"3227"	"136"	"0"	"No"	"Played game for 20 min. Couldn’t do cold compressor or distraction tasks, so had to skip to playing the game to the post q. couldn’t get into the fridge, to him to skip questions that didn’t make sense. Sorry."	"TG"	NA	NA	NA	NA	NA	NA	NA	NA	"7"	"3"	"5"	"1"	"1"	"6"	"1"	"1"	"6"	"6"	"3"	"1"	"1"	"3"	"7"	"1"	"5"	"6"	"7"	"7"	"7"	"6"	"6"	"7"	"M"	"19"	"2"	"1"	"2.9"	"TG"	"8"	"7"	"6"	"9"	"7"	"8"	"TG"	"0.948872333911624"	"0.953070084763283"	"979.9"	"84.26"	"929.8"	"87.66"	"967.4"	"84.54"	"922"	"89.81"	NA	"Rachel"	"Violent"	"Easy"
"29"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"No"	"No"	"4"	"To judge our reaction of our essay's criticism based on how high/low the distraction time we assigned to our partner"	"AM"	"5"	"CH"	"41549"	"0.67708333333333337"	"JC"	"2"	"1"	"0"	"451"	"15"	"1600"	"165"	"0"	"Yes"	NA	"AM"	"6"	"1"	"4"	"1"	"1"	"6"	"No"	"No"	"7"	"4"	"5"	"2"	"1"	"5"	"1"	"1"	"4"	"6"	"2"	"1"	"3"	"2"	"7"	"2"	"2"	"5"	"3"	"6"	"5"	"5"	"3"	"5"	"M"	"18"	"5"	"1"	"4"	"AM"	"9"	"6"	"7"	"10"	"8"	"8"	"CH"	"0.955555555555556"	"0.938620689655172"	"864"	"89.87"	"825.6"	"84.65"	"870"	"86.11"	"816.6"	"82.68"	NA	"Julian"	"Violent"	"Easy"
"290"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"Yes"	"No"	"4"	"To measure the anger/anniyance/irratation response after playing a violent video game"	"TG"	"9"	"TG"	"1398816000"	"0.625"	"HG"	"2"	"2"	"2"	"426"	"10"	"1500"	"145"	"71"	"Yes"	"Thought the study was supposed to measure vieo games and agression, and that if you got a harsh evaluation from your partner vs a nice one, that could influence your emotion"	"TG"	"7"	"6"	"7"	"5"	"1"	"7"	NA	NA	"7"	"5"	"5"	"5"	"6"	"6"	"1"	"7"	"3"	"6"	"6"	"6"	"1"	"7"	"7"	"5"	"4"	"5"	"2"	"7"	"7"	"7"	"7"	"7"	"M"	"19"	"1"	"1"	"3.9"	"TG"	"8"	"-10"	"6"	"8"	"-7"	"5"	"TG"	"0.924217844727694"	"0.915714618792259"	"863"	"89.6"	"797.6"	"83.81"	"857.8"	"86.26"	"785.5"	"86.5"	NA	"Rachel"	"Violent"	"Hard"
"291"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"No"	"Maybe"	"4"	"based on the response given"	"TG"	"9"	"TG"	"1398816000"	"0.58333333333333337"	"LK"	"4"	"3"	"0"	"469"	"16"	"2590"	"62"	"0"	"Yes"	"No general comment"	"TG"	"7"	"1"	"5"	"1"	"2"	"7"	NA	NA	"7"	"3"	"4"	"1"	"1"	"1"	"2"	"1"	"6"	"6"	"2"	"1"	"2"	"1"	"5"	"1"	"1"	"3"	"1"	"6"	"5"	"1"	"2"	"4"	"M"	"19"	"5"	"1"	"3.5"	"TG"	"7"	"5"	"6"	"10"	"6"	"7"	"TG"	"0.920659776594634"	"0.965719991124917"	"957.9"	"81.35"	"881.9"	"87.47"	"901.4"	"86.76"	"870.5"	"85.65"	NA	"Rachel"	"Nonviolent"	"Easy"
